track_name,track_artist,track_popularity,track_album_name,track_album_release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
It Ain’t Me (with Selena Gomez),Kygo,69,It Ain't Me,2017-02-17,0.64,0.533,0,-6.596,1,0.0706,0.119,0.0,0.0864,0.515,99.968,220781
Let Me Love You (Until You Learn To Love Yourself),Ne-Yo,69,R.E.D. (Deluxe Edition),2012-01-01,0.658,0.677,5,-6.628,1,0.0393,0.248,0.0,0.368,0.248,124.91,251627
Let Me Love You,DJ Snake,81,Encore,2016-08-05,0.649,0.716,8,-5.371,1,0.0349,0.0863,2.63e-05,0.135,0.163,99.988,205947
Roses,The Chainsmokers,73,Roses,2015-06-16,0.713,0.802,4,-7.055,1,0.0561,0.0435,0.00377,0.309,0.343,100.001,226739
Stay The Night - Featuring Hayley Williams Of Paramore,Zedd,61,Clarity (Deluxe),2012,0.596,0.738,8,-3.109,1,0.0411,0.109,0.0,0.0947,0.461,127.961,217347
Latch,Disclosure,19,Settle,2013-01-01,0.503,0.727,1,-5.456,1,0.167,0.0159,9.45e-05,0.0895,0.521,121.985,255632
Flames,David Guetta,57,7,2018-09-14,0.609,0.726,5,-4.346,0,0.0414,0.0723,8.45e-06,0.0895,0.362,93.958,195000
Sorry,Justin Bieber,81,Purpose (Deluxe),2015-11-13,0.654,0.76,0,-3.669,0,0.045,0.0797,0.0,0.299,0.41,99.945,200787
This Is What You Came For,Calvin Harris,79,This Is What You Came For,2016-04-29,0.63,0.928,9,-2.787,0,0.0331,0.199,0.124,0.148,0.465,123.963,222160
Wake Me Up,Avicii,84,True,2013-01-01,0.532,0.783,2,-5.697,1,0.0523,0.0038,0.0012,0.161,0.643,124.08,247427
In My Mind,Dynoro,84,In My Mind,2018-06-08,0.694,0.77,6,-5.335,1,0.149,0.176,1.1e-05,0.118,0.163,125.905,184560
Titanium (feat. Sia),David Guetta,66,Nothing but the Beat 2.0,2011-08-26,0.604,0.787,0,-3.674,0,0.103,0.0679,0.15,0.127,0.301,126.062,245040
Where Are Ü Now,Skrillex,8,Purpose (Deluxe),2015-11-13,0.432,0.74,7,-5.053,1,0.062,0.0342,6.59e-06,0.14,0.193,139.42,242520
Firework,Katy Perry,64,Teenage Dream,2010-01-01,0.638,0.832,8,-5.039,1,0.049,0.141,0.0,0.113,0.648,124.071,227893
Mi Gente (feat. Beyoncé),J Balvin,61,Mi Gente (feat. Beyoncé),2017-09-28,0.759,0.716,11,-6.36,0,0.0818,0.0223,0.0,0.231,0.469,105.009,209733
Don't You Worry Child - Radio Edit,Swedish House Mafia,27,Until Now,2012-01-01,0.614,0.832,11,-3.419,0,0.0522,0.11,0.0,0.185,0.429,129.038,213169
"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,74,TROLLS (Original Motion Picture Soundtrack),2016-09-23,0.669,0.832,0,-5.72,1,0.0682,0.0106,0.0,0.0968,0.7,113.035,237547
Anything Could Happen,Ellie Goulding,57,Halcyon,2012-01-01,0.702,0.781,0,-4.081,1,0.03,0.433,0.0,0.135,0.382,102.997,286322
Poker Face,Lady Gaga,69,The Fame,2008-01-01,0.851,0.806,4,-4.618,1,0.0786,0.12,1.33e-06,0.121,0.776,119.001,237200
How Deep Is Your Love,Calvin Harris,77,How Deep Is Your Love,2015-07-17,0.738,0.868,11,-4.373,0,0.0731,0.0389,0.00171,0.388,0.336,122.003,212640
In Your Eyes (feat. Alida),Robin Schulz,74,In Your Eyes (feat. Alida),2020-01-10,0.57,0.672,8,-5.89,0,0.0723,0.177,0.0,0.0768,0.448,120.019,208222
Wish You Well (with Sigala),Sigala,5,Get To Know,2019-09-27,0.67,0.89,5,-3.785,0,0.0576,0.122,0.0,0.333,0.568,124.967,206440
With You - LöKii Remix,Kaskade,57,With You - The Remixes,2019-09-12,0.708,0.727,9,-7.647,1,0.0389,0.0201,0.676,0.37,0.512,120.012,231480
Dive,Hot Shade,68,Dive,2019-12-20,0.654,0.787,4,-4.999,1,0.0502,0.00515,0.0,0.144,0.409,123.978,164490
No Goodbye,Paul Kalkbrenner,65,No Goodbye,2019-07-26,0.945,0.584,6,-7.649,0,0.044,0.0955,0.341,0.147,0.626,124.996,168547
Work,MOTi,58,Work,2019-01-25,0.704,0.929,0,-4.447,1,0.0395,0.0395,0.0249,0.181,0.633,126.055,155238
Instagram,Dimitri Vegas & Like Mike,81,Instagram,2019-07-05,0.765,0.906,8,-2.097,0,0.0965,0.125,0.0,0.423,0.95,96.071,184558
Better Off Without You (feat. Shift K3Y),Becky Hill,68,Better Off Without You (feat. Shift K3Y),2020-01-10,0.682,0.855,7,-3.282,1,0.0401,0.0566,1e-06,0.101,0.304,124.004,198743
Butterfly,Molella,43,Butterfly,2019-06-21,0.627,0.662,7,-7.104,0,0.0349,0.0922,0.000166,0.143,0.596,124.039,159194
All The Love You Got,MOTi,57,All The Love You Got,2019-12-20,0.762,0.736,7,-7.66,1,0.0778,0.135,0.0538,0.113,0.248,126.007,165714
Call You Mine - Asketa & Natan Chaim Remix,The Chainsmokers,58,Call You Mine - The Remixes,2019-07-19,0.577,0.844,7,-3.364,1,0.0406,0.00407,6.13e-06,0.499,0.283,115.066,183653
Love Is Not Enough,GATTÜSO,58,Love Is Not Enough,2019-12-19,0.632,0.816,8,-4.584,1,0.0349,0.00205,0.106,0.119,0.134,127.95,202500
Lose Control,MEDUZA,91,Lose Control,2019-10-11,0.598,0.526,10,-8.659,0,0.0415,0.129,0.0,0.14,0.529,123.935,168387
I Wanna Dance,Jonas Blue,67,I Wanna Dance,2019-07-19,0.825,0.841,0,-6.433,1,0.135,0.0906,0.00411,0.258,0.616,126.026,184582
After The Landslide - Club Remix,Matt Simons,42,After The Landslide (Remix),2019-09-19,0.63,0.731,6,-4.985,1,0.0352,0.0191,7.82e-06,0.704,0.46,119.997,240000
Midnight Hour with Boys Noize & Ty Dolla $ign,Skrillex,70,Midnight Hour with Boys Noize & Ty Dolla $ign,2019-08-29,0.795,0.899,0,-4.202,1,0.0685,0.00235,0.000392,0.199,0.329,125.978,198839
Pon de Replay,Ed Marquis,64,Pon de Replay,2017-04-28,0.529,0.717,6,-7.049,0,0.24,0.123,0.000707,0.0363,0.481,103.99,257943
So Close,NOTD,79,So Close (feat. Georgia Ku),2018-11-02,0.7,0.872,10,-5.896,1,0.0666,0.121,7.08e-06,0.103,0.761,125.03,190302
Look Into My Eyes,Brando,48,Look Into My Eyes,2020-01-10,0.791,0.541,1,-7.14,1,0.054,0.123,4.74e-05,0.121,0.433,115.987,154654
Not in Control,Glaceo,53,Not in Control,2019-12-20,0.904,0.633,0,-5.545,1,0.0958,0.203,0.000266,0.163,0.492,121.995,179016
BLUE,Tiësto,75,BLUE,2019-12-13,0.744,0.725,11,-6.055,1,0.0303,0.018,9.29e-06,0.212,0.904,118.034,167859
Don't Waste My Time,Kharfi,46,Don't Waste My Time,2019-11-08,0.772,0.687,9,-6.348,0,0.211,0.0528,0.0,0.834,0.59,118.116,154286
Beat Of My Heart,Lost Frequencies,67,Alive And Feeling Fine,2019-10-04,0.706,0.524,6,-8.804,1,0.026,0.127,0.00129,0.109,0.296,111.991,183183
Don't Start Now - Kungs Remix,Dua Lipa,65,Don't Start Now (Kungs Remix),2019-12-18,0.664,0.699,11,-7.115,0,0.27,0.0352,0.0,0.0612,0.252,122.019,216256
Drunken Truth,Steve Void,56,The Seed EP,2019-12-20,0.781,0.745,1,-4.942,0,0.0374,0.0814,9.71e-05,0.106,0.498,110.051,158091
Jacques,Jax Jones,42,Jacques,2019-08-28,0.789,0.547,9,-8.738,0,0.0748,0.072,9.21e-05,0.0782,0.48,120.024,203227
Something Real,Armin van Buuren,58,Balance,2019-10-25,0.575,0.808,1,-4.578,1,0.0439,0.0446,0.0,0.0693,0.232,127.922,179531
Stay (Don't Go Away) [feat. Raye],David Guetta,74,Stay (Don't Go Away) [feat. Raye],2019-05-09,0.669,0.797,9,-5.68,0,0.0624,0.259,0.0,0.199,0.552,119.865,185943
Solid Gold,PNAU,65,Solid Gold,2019-05-02,0.567,0.946,5,-2.245,0,0.0541,0.0978,1.37e-06,0.0836,0.295,104.983,208367
One Life,Mike Perry,64,One Life,2019-09-27,0.653,0.757,3,-3.642,1,0.0555,0.0997,0.0,0.242,0.233,128.015,204591
All ‘Bout The Money,FAULHABER,51,All ‘Bout The Money,2019-10-18,0.721,0.779,6,-4.239,0,0.0606,0.142,0.0,0.143,0.327,110.026,169964
Never Letting Go,Audien,63,Never Letting Go,2018-11-09,0.534,0.765,1,-3.151,1,0.0338,0.0915,0.00107,0.225,0.117,127.978,172520
Used To Love (with Dean Lewis),Martin Garrix,83,Used To Love (with Dean Lewis),2019-10-31,0.651,0.693,4,-4.722,1,0.0375,0.458,0.0,0.335,0.392,118.97,236765
Giulia,Prince Paris,55,Giulia,2019-11-29,0.682,0.923,0,-3.273,1,0.0364,0.00395,3e-05,0.242,0.37,130.052,153231
What Do I Do? - Benny Benassi Remix,Georgia Ku,39,What Do I Do? (Benny Benassi Remix),2019-10-18,0.66,0.827,10,-5.081,1,0.0789,0.429,0.0,0.0923,0.611,115.349,167249
Dreams Of You (feat. Rae Morris),Icarus,48,Dreams Of You (feat. Rae Morris),2019-10-04,0.57,0.965,6,-4.881,0,0.0348,0.00108,0.523,0.201,0.148,123.008,291785
I Will Let You Down (feat. KLARA),Madison Mars,59,I Will Let You Down (feat. KLARA),2019-12-06,0.608,0.918,0,-1.137,0,0.0684,0.199,0.0,0.309,0.422,126.022,182000
Carillon (with Achille Lauro),Nahaze,64,Carillon (with Achille Lauro),2019-12-11,0.561,0.562,9,-11.431,0,0.15,0.062,0.0,0.118,0.244,151.631,242385
La Vie - Gabry Ponte Mix,DJ Ross,42,La Vie (Gabry Ponte Mix),2019-11-15,0.591,0.88,4,-5.153,0,0.223,0.0804,0.0,0.326,0.482,127.013,177638
Lullaby,R3HAB,70,Lullaby,2018-01-26,0.626,0.8,1,-3.988,0,0.035,0.0267,0.000138,0.0623,0.258,127.966,160184
Say It,Phantoms,57,Disconnect,2019-07-19,0.745,0.8,11,-5.606,0,0.0361,0.0209,0.000479,0.113,0.314,122.008,204693
All This Time,Deorro,21,All This Time,2019-07-12,0.66,0.857,2,-5.219,1,0.321,0.167,1.36e-05,0.119,0.233,130.069,225160
All You Need To Know (feat. Calle Lehmann),Gryffin,68,Gravity,2019-10-24,0.53,0.729,0,-6.019,1,0.0376,0.00699,0.0,0.103,0.219,139.929,238338
Acordeão,Tiësto,63,Acordeão,2019-08-08,0.552,0.887,1,-3.812,1,0.147,0.0457,0.0207,0.0903,0.783,125.229,131204
My Friend,Yves V,54,My Friend,2019-05-31,0.471,0.911,2,-4.372,0,0.0594,0.0316,0.00648,0.571,0.197,126.112,170000
On & On,Alok,79,On & On,2019-11-22,0.747,0.776,10,-5.898,0,0.0722,0.0233,1.38e-05,0.761,0.67,125.07,147027
Juliet & Romeo,Martin Solveig,72,Juliet & Romeo,2019-12-06,0.712,0.664,11,-8.026,1,0.0345,0.0416,0.000104,0.0668,0.781,122.014,204514
All Around The World (La La La),R3HAB,80,All Around The World (La La La),2019-04-05,0.733,0.859,9,-5.03,0,0.033,0.479,0.0645,0.105,0.52,124.948,147840
Are You Lonely (feat. ISÁK),Steve Aoki,47,Are You Lonely (feat. ISÁK),2019-02-22,0.517,0.793,6,-5.851,0,0.0367,0.0214,0.00046,0.0892,0.176,90.06,157333
No More (feat. Brenda Mullen) - Bottai Edit,Alex Gaudino,19,No More (feat. Brenda Mullen) [Bottai Edit],2019-03-01,0.675,0.674,4,-6.329,1,0.0372,0.00339,8.55e-05,0.279,0.414,125.037,200640
Close Your Eyes,Felix Jaehn,79,Close Your Eyes,2019-11-22,0.818,0.823,11,-3.563,0,0.2,0.0663,1.17e-05,0.133,0.52,128.136,160794
Buzzing (with Nevve),Audien,59,Escapism,2019-11-08,0.639,0.591,7,-3.905,0,0.0344,0.128,6.69e-06,0.159,0.305,128.002,225000
Never Be Alone (feat. Aloe Blacc),David Guetta,68,Never Be Alone (feat. Aloe Blacc),2019-07-26,0.535,0.906,6,-4.699,0,0.0353,0.0202,0.000715,0.0886,0.732,126.012,178671
Roses - Imanbek Remix,SAINt JHN,72,Roses (Imanbek Remix),2019-09-13,0.784,0.721,8,-5.457,1,0.0506,0.0149,0.00424,0.285,0.895,121.966,176219
Insane,Ofenbach,66,Insane,2019-11-15,0.809,0.758,4,-5.658,0,0.101,0.409,0.000544,0.166,0.71,125.022,142230
Daydreams - Sultan + Shepard Echoes Of Life Remix,ARTY,59,Daydreams (Sultan + Shepard Echoes Of Life Remix),2020-01-03,0.669,0.793,1,-6.16,1,0.0403,0.0318,0.0372,0.555,0.159,121.995,220205
Only Want You - Sam Feldt Remix,Rita Ora,64,Only Want You (Sam Feldt Remix),2019-04-05,0.578,0.786,9,-4.665,1,0.13,0.232,0.000106,0.122,0.347,105.945,179151
Close To Me (with Diplo) (feat. Swae Lee) - Felix Cartal Remix,Ellie Goulding,9,Close To Me (Remixes),2019-02-01,0.733,0.839,1,-2.84,0,0.0335,0.0145,0.000187,0.162,0.471,126.009,223533
Woke Up Late (feat. Hailee Steinfeld) - Sam Feldt Remix,Drax Project,41,Woke Up Late (Sam Feldt Remix),2019-05-02,0.63,0.726,0,-3.753,1,0.0978,0.0717,0.0,0.108,0.499,122.055,196475
South of the Border (feat. Camila Cabello & Cardi B) - Cheat Codes Remix,Ed Sheeran,69,South of the Border (feat. Camila Cabello & Cardi B) [Cheat Codes Remix],2019-09-27,0.845,0.766,2,-5.727,0,0.0658,0.212,0.0,0.111,0.782,114.054,195924
Not Ok - Frank Walker Remix,Kygo,66,Not Ok (Frank Walker Remix),2019-07-05,0.679,0.866,2,-3.754,1,0.0566,0.0337,0.0,0.0688,0.441,121.927,183934
Heaven (feat. Veronica),Dzeko,68,Heaven (feat. Veronica),2019-01-04,0.657,0.882,0,-3.565,0,0.0456,0.247,0.00202,0.112,0.179,127.994,195000
Sixteen - Don Diablo Remix,Ellie Goulding,66,Sixteen (Don Diablo Remix),2019-05-10,0.493,0.773,5,-3.791,0,0.157,0.429,7.07e-06,0.0807,0.301,123.149,193548
Don’t Give Up On Me Now (with Julie Bergan),R3HAB,63,Don’t Give Up On Me Now (with Julie Bergan),2019-05-10,0.687,0.706,4,-5.357,1,0.0459,0.091,0.0,0.124,0.27,115.268,127826
Brave,Don Diablo,68,Brave,2019-04-26,0.654,0.874,6,-3.885,1,0.0543,0.169,1.77e-06,0.134,0.542,119.85,184027
Let It Be Me,Steve Aoki,23,Let It Be Me,2019-09-06,0.661,0.758,7,-5.299,1,0.0864,0.0797,0.0,0.106,0.387,114.098,224061
Carry On - Nicky Romero Remix,Kygo,67,Carry On (Nicky Romero Remix),2019-05-30,0.447,0.684,9,-4.721,0,0.09,0.175,0.0,0.478,0.437,125.655,175312
Magnets (feat. Sophie Simmons),Sam Feldt,62,Magnets (feat. Sophie Simmons),2019-05-10,0.731,0.802,5,-4.763,1,0.0623,0.022,0.0,0.059,0.434,121.991,179016
Don't Give Up On Me,Andy Grammer,9,Don't Give Up On Me (with R3HAB),2019-04-12,0.489,0.766,3,-5.84,1,0.0851,0.0511,1.35e-05,0.126,0.117,121.445,190645
Found Love (feat. Lovespeake),MOTi,59,Found Love (feat. Lovespeake),2019-02-15,0.6,0.888,8,-4.612,1,0.13,0.00166,0.0,0.4,0.641,126.056,157024
These Are The Times (feat. JRM),Martin Garrix,71,These Are The Times (feat. JRM),2019-07-18,0.687,0.707,4,-6.19,1,0.0328,0.0536,9.29e-05,0.16,0.607,127.033,188656
Wherever You Go,Jonas Blue,21,Blue,2018-11-09,0.711,0.724,7,-4.809,1,0.106,0.0835,0.0,0.0389,0.478,104.048,208947
Happy Now,Kygo,81,Happy Now,2018-10-26,0.693,0.575,9,-6.998,1,0.0801,0.374,0.0,0.252,0.492,117.999,211362
Roots,Valerie Broussard,69,Roots,2019-08-16,0.683,0.785,7,-4.879,1,0.037,0.0643,1.34e-05,0.177,0.581,122.997,184564
Talk - Alle Farben Remix,Khalid,56,Talk (Alle Farben Remix),2019-04-04,0.638,0.818,9,-4.517,0,0.05,0.131,1.78e-05,0.107,0.489,126.015,167990
All The Lies - Toby Romeo Remix / Radio Edit,Alok,56,All The Lies (Remixes),2019-07-19,0.707,0.806,6,-4.777,1,0.175,0.00908,0.0,0.366,0.634,119.972,163000
High Hopes - Don Diablo Remix,Panic! At The Disco,60,High Hopes (Don Diablo Remix),2019-01-11,0.59,0.888,5,-2.851,1,0.0765,0.0216,0.0,0.487,0.288,126.094,185714
Summer Air (feat. Trevor Guthrie),Hardwell,40,Summer Air (feat. Trevor Guthrie),2019-05-31,0.632,0.574,4,-8.584,1,0.053,0.0942,0.0,0.215,0.557,125.989,201905
Can We Pretend (feat. Cash Cash) - Sigala Remix,P!nk,57,Can We Pretend (feat. Cash Cash) [Sigala Remix],2019-06-28,0.703,0.879,1,-4.514,0,0.177,0.0693,0.0,0.315,0.542,124.972,183360
Bruises - Steve Void Remix,Lewis Capaldi,70,Bruises EP,2019-09-27,0.79,0.746,9,-5.96,1,0.0502,0.241,0.0,0.316,0.538,124.971,212280
Insomnia - King Arthur Remix,Daya,63,Insomnia (King Arthur Remix),2019-05-17,0.733,0.718,4,-7.149,0,0.0376,0.0107,0.0102,0.33,0.206,122.993,176098
Don't Worry Bout Me - Rudimental Remix,Zara Larsson,65,Don't Worry Bout Me (Rudimental Remix),2019-04-24,0.728,0.848,5,-6.248,1,0.185,0.0427,4.49e-06,0.118,0.612,124.993,193137
I Miss Myself - R3HAB Remix,NOTD,56,I Miss Myself (R3HAB Remix),2019-06-07,0.502,0.78,0,-4.547,1,0.244,0.333,0.0,0.72,0.607,122.688,183341
8 Letters - R3HAB Remix,Why Don't We,2,8 Letters (R3HAB Remix),2018-09-28,0.638,0.708,1,-5.001,0,0.0421,0.24,0.0,0.311,0.582,103.16,132233
You Deserve Better - Andrelli Remix,James Arthur,53,You Deserve Better (Andrelli Remix),2018-06-29,0.685,0.712,6,-4.302,0,0.0894,0.334,1.1e-06,0.047,0.483,114.989,196493
Remember (with ZOHARA),Gryffin,11,Remember (with ZOHARA),2018-10-26,0.62,0.906,11,-3.638,0,0.0627,0.102,0.0206,0.183,0.398,123.047,221773
REMEDY,Alesso,77,REMEDY,2018-08-31,0.601,0.775,0,-4.612,1,0.0473,0.269,0.0,0.0883,0.483,119.964,190295
Leave,Borgeous,56,Leave,2019-01-25,0.762,0.665,11,-6.92,0,0.0471,0.169,0.0,0.103,0.961,115.946,193640
Mama (feat. Ellie Goulding) - Tiësto’s Big Room Remix,Clean Bandit,65,Mama (feat. Ellie Goulding) [Tiësto’s Big Room Remix],2019-03-08,0.684,0.95,1,-2.588,0,0.0809,0.0207,1.25e-06,0.105,0.436,125.974,156168
I'm Not Sorry,Hardwell,34,I'm Not Sorry,2019-03-08,0.65,0.819,4,-3.811,1,0.0551,0.117,0.0,0.0772,0.351,128.09,186094
Tequila - Robin Schulz Remix,Dan + Shay,54,Tequila (Robin Schulz Remix),2019-03-21,0.448,0.836,11,-6.495,1,0.0809,0.229,0.0,0.427,0.482,122.899,170103
Happier - Frank Walker Remix,Marshmello,51,Happier (Remixes),2018-10-19,0.712,0.646,5,-4.23,1,0.182,0.116,0.0,0.123,0.607,104.998,196571
Sing It With Me - Embody Remix,JP Cooper,50,Sing It With Me (Embody Remix),2019-06-21,0.674,0.854,5,-5.253,1,0.115,0.054,0.0,0.379,0.503,111.969,180571
Thursday - Nicky Romero Remix,Jess Glynne,52,Thursday (Nicky Romero Remix),2018-12-07,0.739,0.622,11,-5.382,0,0.0394,0.532,0.0,0.0508,0.615,119.992,217804
Better When You're Gone,David Guetta,76,Better When You're Gone,2019-02-08,0.647,0.795,1,-3.548,0,0.0372,0.0635,0.0,0.188,0.409,127.992,192402
Wish You Well,Sigala,75,Wish You Well,2019-05-24,0.669,0.895,5,-3.787,0,0.0575,0.128,0.0,0.297,0.576,124.964,205653
Only When It Rains,Frank Walker,52,Only When It Rains,2019-03-29,0.792,0.724,11,-5.108,0,0.0362,0.219,0.0,0.0911,0.429,109.984,169000
Mad Love - Blinkie Remix,Mabel,62,Mad Love (Remixes),2019-07-05,0.706,0.931,0,-3.053,0,0.0456,0.354,3.72e-06,0.146,0.465,123.012,200893
Sweet but Psycho - Morgan Page Dance Remix,Ava Max,65,Sweet but Psycho (Remixes),2018-08-16,0.645,0.795,1,-5.439,1,0.0343,0.0334,1.05e-05,0.089,0.424,127.959,226875
Better Day (feat. Aloe Blacc),Young Bombs,62,Better Day (feat. Aloe Blacc),2019-11-01,0.662,0.823,9,-4.7,1,0.0971,0.073,0.0,0.0833,0.435,118.958,191786
Rescue Me (with BUNT.) - BUNT. Remix,OneRepublic,10,Rescue Me (with BUNT.) [BUNT. Remix],2019-08-02,0.673,0.885,11,-3.574,0,0.0569,0.143,0.0,0.184,0.704,121.082,174545
Discovery,Syn Cole,55,Discovery,2019-05-31,0.516,0.857,0,-3.432,0,0.0463,0.0368,0.0,0.264,0.448,127.949,198750
With You - Frank Walker Remix,Tyler Shaw,49,With You (Frank Walker Remix),2019-02-01,0.686,0.613,2,-5.614,1,0.069,0.0386,0.0,0.251,0.452,104.988,206875
2 Hearts (feat. Gia Koka),Sam Feldt,70,2 Hearts (feat. Gia Koka),2020-01-10,0.503,0.754,7,-3.634,1,0.0424,0.264,5.85e-05,0.297,0.597,116.524,186750
Love You Forever,Nicky Romero,61,Love You Forever,2019-06-21,0.382,0.698,6,-3.409,1,0.0374,0.00236,5.24e-05,0.108,0.151,127.816,234609
Post Malone (feat. RANI),Sam Feldt,75,Post Malone (feat. RANI) [Joe Stone Remix],2019-08-16,0.59,0.642,7,-3.87,1,0.122,0.0771,0.0,0.105,0.651,107.356,174444
Thorns,Faustix,60,Thorns,2019-03-29,0.708,0.825,4,-3.117,1,0.0615,0.031,0.0,0.191,0.662,109.991,186000
Shotgun (The Wild Remix),George Ezra,63,Shotgun (The Wild Remix),2018-06-15,0.588,0.757,5,-2.415,1,0.0716,0.327,0.0,0.323,0.836,122.813,191650
True Colors (feat. Maya Avedis),XO Cupid,73,True Colors (feat. Maya Avedis),2018-09-21,0.636,0.63,0,-6.396,1,0.0346,0.0796,0.0,0.13,0.454,104.845,184020
Crying In The Sun,Faustix,60,Crying In The Sun (Remixes),2018-11-23,0.682,0.786,11,-4.87,0,0.0477,0.214,0.0,0.12,0.664,91.042,195947
Need You,Faustix,62,Need You,2019-07-26,0.639,0.705,7,-5.039,0,0.049,0.045,0.0,0.425,0.595,124.957,182161
Sweet Dreams (Are Made of This),Winati,67,Sweet Dreams (are Made of This),2019-06-21,0.815,0.647,9,-7.162,0,0.218,0.399,0.0,0.0738,0.182,125.95,176773
Million Lights,Tungevaag & Raaban,61,Million Lights,2019-03-22,0.696,0.907,0,-4.157,0,0.073,0.0191,1.23e-05,0.124,0.466,125.932,186667
Dancing in the Moonlight,Jubël,71,Dancing in the Moonlight,2018-06-22,0.659,0.617,11,-5.862,0,0.0649,0.27,0.0,0.187,0.187,119.858,164010
Heaven,Avicii,80,TIM,2019-06-06,0.592,0.873,9,-5.65,1,0.0275,0.0715,0.00982,0.142,0.516,122.011,277262
Forever Young,John De Sohn,68,Forever Young,2018-07-27,0.651,0.617,8,-6.077,1,0.0309,0.179,0.0,0.113,0.591,121.977,167912
eoh,Olympis,60,eoh,2019-08-16,0.707,0.585,5,-11.024,1,0.0701,0.145,0.00485,0.257,0.277,125.161,155520
Nobody,Martin Jensen,66,Nobody,2019-03-01,0.673,0.687,6,-5.295,0,0.0623,0.269,0.0,0.181,0.524,96.964,211040
All Day And Night,Jax Jones,75,Snacks,2019-07-12,0.567,0.765,1,-4.107,0,0.108,0.317,0.0,0.14,0.541,121.924,169467
There's No Way (feat. Julia Michaels) - Alle Farben Remix,Lauv,58,There's No Way (remixes),2018-11-01,0.768,0.83,11,-4.983,0,0.036,0.0229,0.000127,0.145,0.444,126.007,187301
Whenever (feat. Conor Maynard),Kris Kross Amsterdam,74,Whenever (feat. Conor Maynard),2018-06-22,0.734,0.765,7,-5.562,1,0.0621,0.151,0.0,0.231,0.518,109.989,163636
All For Love,Tungevaag & Raaban,68,All For Love,2018-03-23,0.689,0.901,7,-1.431,1,0.0678,0.145,1.03e-05,0.459,0.651,125.115,180485
Bittersweet Symphony (feat. Emily Roberts),GAMPER & DADONI,72,Bittersweet Symphony (feat. Emily Roberts),2019-03-29,0.676,0.582,9,-7.58,1,0.128,0.221,0.00627,0.515,0.447,124.012,194618
One Touch,Jess Glynne,70,Always in Between (Deluxe),2018-10-12,0.686,0.693,0,-6.245,0,0.131,0.329,0.0,0.136,0.699,124.206,197876
"fuck, i’m lonely (with Anne-Marie) - Ofenbach Remix",Lauv,58,"fuck, i’m lonely (with Anne-Marie) (Ofenbach Remix)",2019-08-30,0.763,0.674,9,-5.146,1,0.0378,0.0106,3.58e-06,0.0321,0.759,105.027,178512
Be Your Friend‬‬,Vigiland,67,Be Your Friend,2018-03-02,0.6,0.754,0,-4.204,1,0.0488,0.0688,0.0,0.151,0.641,128.044,180820
Happier - Breathe Carolina Remix,Marshmello,62,Happier (Remixes),2018-10-19,0.691,0.924,0,-3.839,1,0.0577,0.00828,3.8e-06,0.402,0.34,125.983,158095
Woke Up Late (feat. Hailee Steinfeld) - Sam Feldt Remix,Drax Project,56,Woke Up Late (feat. Hailee Steinfeld) [Sam Feldt Remix],2019-05-02,0.63,0.726,0,-3.753,1,0.0978,0.0717,0.0,0.108,0.499,122.055,196475
Just Got Paid,Sigala,65,Brighter Days,2018-09-28,0.734,0.921,6,-1.936,0,0.0863,0.0328,0.0,0.197,0.654,120.056,218480
No One - Jonas Blue Remix,Jess Glynne,51,No One (Jonas Blue Remix),2019-03-15,0.605,0.854,11,-4.128,0,0.0488,0.0673,0.0,0.54,0.165,124.024,214641
Speechless (feat. Erika Sirola) - MOTi Remix,Robin Schulz,54,Speechless (feat. Erika Sirola) [MOTi Remix],2019-03-22,0.609,0.523,1,-12.649,1,0.0796,0.00959,0.000155,0.15,0.342,127.977,181875
Close To Me (with Diplo) (feat. Swae Lee) - Felix Cartal Remix,Ellie Goulding,61,Close To Me (Remixes),2019-02-01,0.733,0.839,1,-2.84,0,0.0335,0.0145,0.000187,0.162,0.471,126.009,223533
Darkside,Alan Walker,76,Different World,2018-12-14,0.43,0.606,4,-5.115,0,0.0431,0.131,0.0,0.173,0.123,169.988,211680
Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Martin Garrix,83,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),2019-04-25,0.661,0.723,5,-6.976,0,0.0566,0.179,1.23e-05,0.14,0.316,113.778,163805
Body (feat. brando),Loud Luxury,63,Body (feat. brando),2017-10-27,0.752,0.764,1,-4.399,1,0.038,0.0476,9.44e-05,0.0543,0.582,121.958,163216
Who's Got Your Love,Cheat Codes,70,Who's Got Your Love,2019-03-15,0.704,0.888,11,-2.872,1,0.0541,0.00553,0.0011,0.079,0.531,125.027,157000
Never Go Back - Robin Schulz Remix,Dennis Lloyd,70,Never Go Back (Remixes),2019-06-07,0.655,0.713,9,-6.293,0,0.0501,0.338,0.0,0.0971,0.61,94.05,184653
Pumped Up,Klingande,56,Pumped Up,2017-09-08,0.732,0.734,0,-6.423,1,0.107,0.00719,1.49e-05,0.34,0.643,123.033,177073
California,Hot Shade,65,California,2018-05-04,0.619,0.735,7,-3.925,1,0.0445,0.017,1.78e-06,0.347,0.668,119.981,169157
Solo Dance,Martin Jensen,61,Solo Dance,2016-11-04,0.746,0.846,9,-2.432,1,0.048,0.0485,0.0,0.195,0.403,114.955,174933
